filename,source,x,y,level,relative_x,relative_y
0051.jpg,lsd,108,166,L4/L5,0.421875,0.6484375
0051.jpg,lsd,109,132,L3/L4,0.42578125,0.515625
0051.jpg,lsd,110,101,L2/L3,0.4296875,0.39453125
0051.jpg,lsd,113,69,L1/L2,0.44140625,0.26953125
0052.jpg,lsd,132,176,L5/S1,0.515625,0.6875
0052.jpg,lsd,125,146,L4/L5,0.48828125,0.5703125
0052.jpg,lsd,133,112,L3/L4,0.51953125,0.4375
0052.jpg,lsd,136,77,L2/L3,0.53125,0.30078125
0052.jpg,lsd,139,45,L1/L2,0.54296875,0.17578125
0053.jpg,lsd,140,185,L5/S1,0.546875,0.72265625
0053.jpg,lsd,134,162,L4/L5,0.5234375,0.6328125
0053.jpg,lsd,130,133,L3/L4,0.5078125,0.51953125
0053.jpg,lsd,129,104,L2/L3,0.50390625,0.40625
0053.jpg,lsd,131,74,L1/L2,0.51171875,0.2890625
0055.jpg,lsd,105,180,L5/S1,0.41015625,0.703125
0055.jpg,lsd,100,154,L4/L5,0.390625,0.6015625
0055.jpg,lsd,101,126,L3/L4,0.39453125,0.4921875
0055.jpg,lsd,108,97,L2/L3,0.421875,0.37890625
0055.jpg,lsd,117,70,L1/L2,0.45703125,0.2734375
0056.jpg,lsd,98,192,L5/S1,0.3828125,0.75
0056.jpg,lsd,90,167,L4/L5,0.3515625,0.65234375
0056.jpg,lsd,87,140,L3/L4,0.33984375,0.546875
0056.jpg,lsd,88,112,L2/L3,0.34375,0.4375
0056.jpg,lsd,90,83,L1/L2,0.3515625,0.32421875
0057.jpg,lsd,123,175,L5/S1,0.48046875,0.68359375
0057.jpg,lsd,121,149,L4/L5,0.47265625,0.58203125
0057.jpg,lsd,129,119,L3/L4,0.50390625,0.46484375
0057.jpg,lsd,137,92,L2/L3,0.53515625,0.359375
0057.jpg,lsd,145,64,L1/L2,0.56640625,0.25
0058.jpg,lsd,118,199,L5/S1,0.4609375,0.77734375
0058.jpg,lsd,115,173,L4/L5,0.44921875,0.67578125
0058.jpg,lsd,119,141,L3/L4,0.46484375,0.55078125
0058.jpg,lsd,123,109,L2/L3,0.48046875,0.42578125
0058.jpg,lsd,128,75,L1/L2,0.5,0.29296875
0060.jpg,lsd,132,176,L5/S1,0.515625,0.6875
0060.jpg,lsd,124,152,L4/L5,0.484375,0.59375
0060.jpg,lsd,124,124,L3/L4,0.484375,0.484375
0060.jpg,lsd,127,94,L2/L3,0.49609375,0.3671875
0060.jpg,lsd,135,67,L1/L2,0.52734375,0.26171875
0061.jpg,lsd,127,186,L5/S1,0.49609375,0.7265625
0061.jpg,lsd,121,168,L4/L5,0.47265625,0.65625
0061.jpg,lsd,118,138,L3/L4,0.4609375,0.5390625
0061.jpg,lsd,121,104,L2/L3,0.47265625,0.40625
0061.jpg,lsd,127,75,L1/L2,0.49609375,0.29296875
0062.jpg,lsd,130,181,L5/S1,0.5078125,0.70703125
0062.jpg,lsd,126,149,L4/L5,0.4921875,0.58203125
0062.jpg,lsd,128,117,L3/L4,0.5,0.45703125
0062.jpg,lsd,132,83,L2/L3,0.515625,0.32421875
0062.jpg,lsd,137,50,L1/L2,0.53515625,0.1953125
0063.jpg,lsd,138,203,L5/S1,0.5390625,0.79296875
0063.jpg,lsd,130,177,L4/L5,0.5078125,0.69140625
0063.jpg,lsd,130,146,L3/L4,0.5078125,0.5703125
0063.jpg,lsd,137,113,L2/L3,0.53515625,0.44140625
0063.jpg,lsd,143,82,L1/L2,0.55859375,0.3203125
0064.jpg,lsd,116,188,L5/S1,0.453125,0.734375
0064.jpg,lsd,110,160,L4/L5,0.4296875,0.625
0064.jpg,lsd,111,131,L3/L4,0.43359375,0.51171875
0064.jpg,lsd,117,100,L2/L3,0.45703125,0.390625
0064.jpg,lsd,125,71,L1/L2,0.48828125,0.27734375
0065.jpg,lsd,108,189,L5/S1,0.421875,0.73828125
0065.jpg,lsd,107,155,L4/L5,0.41796875,0.60546875
0065.jpg,lsd,104,123,L3/L4,0.40625,0.48046875
0065.jpg,lsd,107,88,L2/L3,0.41796875,0.34375
0065.jpg,lsd,114,54,L1/L2,0.4453125,0.2109375
0067.jpg,lsd,129,184,L5/S1,0.50390625,0.71875
0067.jpg,lsd,124,161,L4/L5,0.484375,0.62890625
0067.jpg,lsd,124,126,L3/L4,0.484375,0.4921875
0067.jpg,lsd,127,92,L2/L3,0.49609375,0.359375
0067.jpg,lsd,133,61,L1/L2,0.51953125,0.23828125
0068.jpg,lsd,133,188,L5/S1,0.51953125,0.734375
0068.jpg,lsd,129,160,L4/L5,0.50390625,0.625
0068.jpg,lsd,126,127,L3/L4,0.4921875,0.49609375
0068.jpg,lsd,129,94,L2/L3,0.50390625,0.3671875
0068.jpg,lsd,133,62,L1/L2,0.51953125,0.2421875
0069.jpg,lsd,121,174,L5/S1,0.47265625,0.6796875
0069.jpg,lsd,120,142,L4/L5,0.46875,0.5546875
0069.jpg,lsd,123,107,L3/L4,0.48046875,0.41796875
0069.jpg,lsd,130,73,L2/L3,0.5078125,0.28515625
0069.jpg,lsd,136,39,L1/L2,0.53125,0.15234375
0070.jpg,lsd,145,176,L5/S1,0.56640625,0.6875
0070.jpg,lsd,138,146,L4/L5,0.5390625,0.5703125
0070.jpg,lsd,140,115,L3/L4,0.546875,0.44921875
0070.jpg,lsd,142,86,L2/L3,0.5546875,0.3359375
0070.jpg,lsd,143,52,L1/L2,0.55859375,0.203125
0072.jpg,lsd,142,184,L5/S1,0.5546875,0.71875
0072.jpg,lsd,130,161,L4/L5,0.5078125,0.62890625
0072.jpg,lsd,128,129,L3/L4,0.5,0.50390625
0072.jpg,lsd,129,98,L2/L3,0.50390625,0.3828125
0072.jpg,lsd,137,64,L1/L2,0.53515625,0.25
0073.jpg,lsd,114,198,L5/S1,0.4453125,0.7734375
0073.jpg,lsd,110,167,L4/L5,0.4296875,0.65234375
0073.jpg,lsd,108,134,L3/L4,0.421875,0.5234375
0073.jpg,lsd,111,102,L2/L3,0.43359375,0.3984375
0073.jpg,lsd,115,70,L1/L2,0.44921875,0.2734375
0074.jpg,lsd,105,192,L5/S1,0.41015625,0.75
0074.jpg,lsd,107,171,L4/L5,0.41796875,0.66796875
0074.jpg,lsd,111,145,L3/L4,0.43359375,0.56640625
0074.jpg,lsd,113,118,L2/L3,0.44140625,0.4609375
0074.jpg,lsd,120,90,L1/L2,0.46875,0.3515625
0075.jpg,lsd,115,196,L5/S1,0.44921875,0.765625
0075.jpg,lsd,116,169,L4/L5,0.453125,0.66015625
0075.jpg,lsd,125,138,L3/L4,0.48828125,0.5390625
0075.jpg,lsd,133,105,L2/L3,0.51953125,0.41015625
0075.jpg,lsd,140,74,L1/L2,0.546875,0.2890625
0077.jpg,lsd,124,206,L5/S1,0.484375,0.8046875
0077.jpg,lsd,118,181,L4/L5,0.4609375,0.70703125
0077.jpg,lsd,116,156,L3/L4,0.453125,0.609375
0077.jpg,lsd,123,128,L2/L3,0.48046875,0.5
0077.jpg,lsd,132,98,L1/L2,0.515625,0.3828125
0078.jpg,lsd,131,169,L5/S1,0.51171875,0.66015625
0078.jpg,lsd,123,143,L4/L5,0.48046875,0.55859375
0078.jpg,lsd,124,116,L3/L4,0.484375,0.453125
0078.jpg,lsd,128,86,L2/L3,0.5,0.3359375
0078.jpg,lsd,133,58,L1/L2,0.51953125,0.2265625
0080.jpg,lsd,113,180,L5/S1,0.44140625,0.703125
0080.jpg,lsd,113,153,L4/L5,0.44140625,0.59765625
0080.jpg,lsd,117,127,L3/L4,0.45703125,0.49609375
0080.jpg,lsd,126,95,L2/L3,0.4921875,0.37109375
0080.jpg,lsd,135,67,L1/L2,0.52734375,0.26171875
0081.jpg,lsd,144,197,L5/S1,0.5625,0.76953125
0081.jpg,lsd,140,171,L4/L5,0.546875,0.66796875
0081.jpg,lsd,138,140,L3/L4,0.5390625,0.546875
0081.jpg,lsd,141,113,L2/L3,0.55078125,0.44140625
0081.jpg,lsd,150,83,L1/L2,0.5859375,0.32421875
0082.jpg,lsd,131,188,L5/S1,0.51171875,0.734375
0082.jpg,lsd,129,162,L4/L5,0.50390625,0.6328125
0082.jpg,lsd,136,135,L3/L4,0.53125,0.52734375
0082.jpg,lsd,145,105,L2/L3,0.56640625,0.41015625
0082.jpg,lsd,152,75,L1/L2,0.59375,0.29296875
0083.jpg,lsd,119,182,L5/S1,0.46484375,0.7109375
0083.jpg,lsd,118,154,L4/L5,0.4609375,0.6015625
0083.jpg,lsd,116,122,L3/L4,0.453125,0.4765625
0083.jpg,lsd,117,88,L2/L3,0.45703125,0.34375
0083.jpg,lsd,120,55,L1/L2,0.46875,0.21484375
0084.jpg,lsd,131,183,L5/S1,0.51171875,0.71484375
0084.jpg,lsd,129,159,L4/L5,0.50390625,0.62109375
0084.jpg,lsd,129,127,L3/L4,0.50390625,0.49609375
0084.jpg,lsd,134,98,L2/L3,0.5234375,0.3828125
0084.jpg,lsd,137,68,L1/L2,0.53515625,0.265625
0085.jpg,lsd,147,190,L5/S1,0.57421875,0.7421875
0085.jpg,lsd,142,162,L4/L5,0.5546875,0.6328125
0085.jpg,lsd,142,128,L3/L4,0.5546875,0.5
0085.jpg,lsd,144,93,L2/L3,0.5625,0.36328125
0085.jpg,lsd,149,59,L1/L2,0.58203125,0.23046875
0086.jpg,lsd,131,193,L5/S1,0.51171875,0.75390625
0086.jpg,lsd,130,165,L4/L5,0.5078125,0.64453125
0086.jpg,lsd,134,136,L3/L4,0.5234375,0.53125
0086.jpg,lsd,140,104,L2/L3,0.546875,0.40625
0086.jpg,lsd,145,72,L1/L2,0.56640625,0.28125
0087.jpg,lsd,89,193,L5/S1,0.34765625,0.75390625
0087.jpg,lsd,81,168,L4/L5,0.31640625,0.65625
0087.jpg,lsd,77,136,L3/L4,0.30078125,0.53125
0087.jpg,lsd,80,104,L2/L3,0.3125,0.40625
0087.jpg,lsd,89,73,L1/L2,0.34765625,0.28515625
0088.jpg,lsd,149,189,L5/S1,0.58203125,0.73828125
0088.jpg,lsd,142,157,L4/L5,0.5546875,0.61328125
0088.jpg,lsd,141,125,L3/L4,0.55078125,0.48828125
0088.jpg,lsd,144,91,L2/L3,0.5625,0.35546875
0088.jpg,lsd,147,60,L1/L2,0.57421875,0.234375
0089.jpg,lsd,128,180,L5/S1,0.5,0.703125
0089.jpg,lsd,120,160,L4/L5,0.46875,0.625
0089.jpg,lsd,119,130,L3/L4,0.46484375,0.5078125
0089.jpg,lsd,112,97,L2/L3,0.4375,0.37890625
0089.jpg,lsd,115,64,L1/L2,0.44921875,0.25
0090.jpg,lsd,133,152,L5/S1,0.51953125,0.59375
0090.jpg,lsd,126,129,L4/L5,0.4921875,0.50390625
0090.jpg,lsd,129,98,L3/L4,0.50390625,0.3828125
0090.jpg,lsd,137,70,L2/L3,0.53515625,0.2734375
0090.jpg,lsd,148,45,L1/L2,0.578125,0.17578125
0091.jpg,lsd,124,170,L5/S1,0.484375,0.6640625
0091.jpg,lsd,116,150,L4/L5,0.453125,0.5859375
0091.jpg,lsd,110,134,L3/L4,0.4296875,0.5234375
0091.jpg,lsd,111,112,L2/L3,0.43359375,0.4375
0091.jpg,lsd,117,92,L1/L2,0.45703125,0.359375
0092.jpg,lsd,139,161,L5/S1,0.54296875,0.62890625
0092.jpg,lsd,131,132,L4/L5,0.51171875,0.515625
0092.jpg,lsd,131,102,L3/L4,0.51171875,0.3984375
0092.jpg,lsd,137,71,L2/L3,0.53515625,0.27734375
0092.jpg,lsd,142,40,L1/L2,0.5546875,0.15625
0093.jpg,lsd,114,175,L5/S1,0.4453125,0.68359375
0093.jpg,lsd,107,149,L4/L5,0.41796875,0.58203125
0093.jpg,lsd,105,119,L3/L4,0.41015625,0.46484375
0093.jpg,lsd,109,87,L2/L3,0.42578125,0.33984375
0093.jpg,lsd,117,57,L1/L2,0.45703125,0.22265625
0094.jpg,lsd,139,192,L5/S1,0.54296875,0.75
0094.jpg,lsd,132,166,L4/L5,0.515625,0.6484375
0094.jpg,lsd,130,135,L3/L4,0.5078125,0.52734375
0094.jpg,lsd,132,104,L2/L3,0.515625,0.40625
0094.jpg,lsd,134,71,L1/L2,0.5234375,0.27734375
0095.jpg,lsd,136,182,L5/S1,0.53125,0.7109375
0095.jpg,lsd,129,155,L4/L5,0.50390625,0.60546875
0095.jpg,lsd,126,126,L3/L4,0.4921875,0.4921875
0095.jpg,lsd,128,92,L2/L3,0.5,0.359375
0095.jpg,lsd,132,62,L1/L2,0.515625,0.2421875
0096.jpg,lsd,138,194,L5/S1,0.5390625,0.7578125
0096.jpg,lsd,131,168,L4/L5,0.51171875,0.65625
0096.jpg,lsd,129,137,L3/L4,0.50390625,0.53515625
0096.jpg,lsd,133,104,L2/L3,0.51953125,0.40625
0096.jpg,lsd,139,73,L1/L2,0.54296875,0.28515625
0097.jpg,lsd,115,186,L5/S1,0.44921875,0.7265625
0097.jpg,lsd,108,158,L4/L5,0.421875,0.6171875
0097.jpg,lsd,110,126,L3/L4,0.4296875,0.4921875
0097.jpg,lsd,115,95,L2/L3,0.44921875,0.37109375
0097.jpg,lsd,122,66,L1/L2,0.4765625,0.2578125
0098.jpg,lsd,124,182,L5/S1,0.484375,0.7109375
0098.jpg,lsd,123,158,L4/L5,0.48046875,0.6171875
0098.jpg,lsd,130,128,L3/L4,0.5078125,0.5
0098.jpg,lsd,139,98,L2/L3,0.54296875,0.3828125
0098.jpg,lsd,148,69,L1/L2,0.578125,0.26953125
0099.jpg,lsd,123,186,L5/S1,0.48046875,0.7265625
0099.jpg,lsd,121,160,L4/L5,0.47265625,0.625
0099.jpg,lsd,126,129,L3/L4,0.4921875,0.50390625
0099.jpg,lsd,133,97,L2/L3,0.51953125,0.37890625
0099.jpg,lsd,141,65,L1/L2,0.55078125,0.25390625
0100.jpg,lsd,145,194,L5/S1,0.56640625,0.7578125
0100.jpg,lsd,141,167,L4/L5,0.55078125,0.65234375
0100.jpg,lsd,144,135,L3/L4,0.5625,0.52734375
0100.jpg,lsd,146,100,L2/L3,0.5703125,0.390625
0100.jpg,lsd,148,68,L1/L2,0.578125,0.265625
0101.jpg,lsd,126,181,L5/S1,0.4921875,0.70703125
0101.jpg,lsd,121,152,L4/L5,0.47265625,0.59375
0101.jpg,lsd,123,120,L3/L4,0.48046875,0.46875
0101.jpg,lsd,129,88,L2/L3,0.50390625,0.34375
0101.jpg,lsd,137,56,L1/L2,0.53515625,0.21875
0103.jpg,lsd,128,184,L5/S1,0.5,0.71875
0103.jpg,lsd,128,159,L4/L5,0.5,0.62109375
0103.jpg,lsd,136,130,L3/L4,0.53125,0.5078125
0103.jpg,lsd,145,98,L2/L3,0.56640625,0.3828125
0103.jpg,lsd,151,67,L1/L2,0.58984375,0.26171875
0104.jpg,lsd,117,184,L5/S1,0.45703125,0.71875
0104.jpg,lsd,113,156,L4/L5,0.44140625,0.609375
0104.jpg,lsd,115,128,L3/L4,0.44921875,0.5
0104.jpg,lsd,120,96,L2/L3,0.46875,0.375
0104.jpg,lsd,125,66,L1/L2,0.48828125,0.2578125
0105.jpg,lsd,100,186,L5/S1,0.390625,0.7265625
0105.jpg,lsd,99,158,L4/L5,0.38671875,0.6171875
0105.jpg,lsd,102,125,L3/L4,0.3984375,0.48828125
0105.jpg,lsd,109,96,L2/L3,0.42578125,0.375
0105.jpg,lsd,116,65,L1/L2,0.453125,0.25390625
0106.jpg,lsd,132,189,L5/S1,0.515625,0.73828125
0106.jpg,lsd,129,165,L4/L5,0.50390625,0.64453125
0106.jpg,lsd,132,138,L3/L4,0.515625,0.5390625
0106.jpg,lsd,140,108,L2/L3,0.546875,0.421875
0106.jpg,lsd,150,81,L1/L2,0.5859375,0.31640625
0107.jpg,lsd,126,187,L5/S1,0.4921875,0.73046875
0107.jpg,lsd,123,161,L4/L5,0.48046875,0.62890625
0107.jpg,lsd,124,131,L3/L4,0.484375,0.51171875
0107.jpg,lsd,125,101,L2/L3,0.48828125,0.39453125
0107.jpg,lsd,130,72,L1/L2,0.5078125,0.28125
0108.jpg,lsd,118,174,L5/S1,0.4609375,0.6796875
0108.jpg,lsd,108,147,L4/L5,0.421875,0.57421875
0108.jpg,lsd,108,117,L3/L4,0.421875,0.45703125
0108.jpg,lsd,116,90,L2/L3,0.453125,0.3515625
0108.jpg,lsd,126,64,L1/L2,0.4921875,0.25
0109.jpg,lsd,133,171,L5/S1,0.51953125,0.66796875
0109.jpg,lsd,123,146,L4/L5,0.48046875,0.5703125
0109.jpg,lsd,116,119,L3/L4,0.453125,0.46484375
0109.jpg,lsd,115,91,L2/L3,0.44921875,0.35546875
0109.jpg,lsd,116,61,L1/L2,0.453125,0.23828125
0112.jpg,lsd,116,184,L5/S1,0.453125,0.71875
0112.jpg,lsd,110,159,L4/L5,0.4296875,0.62109375
0112.jpg,lsd,112,127,L3/L4,0.4375,0.49609375
0112.jpg,lsd,118,93,L2/L3,0.4609375,0.36328125
0112.jpg,lsd,127,58,L1/L2,0.49609375,0.2265625
0113.jpg,lsd,131,174,L5/S1,0.51171875,0.6796875
0113.jpg,lsd,128,145,L4/L5,0.5,0.56640625
0113.jpg,lsd,132,116,L3/L4,0.515625,0.453125
0113.jpg,lsd,137,86,L2/L3,0.53515625,0.3359375
0113.jpg,lsd,144,56,L1/L2,0.5625,0.21875
0114.jpg,lsd,139,192,L5/S1,0.54296875,0.75
0114.jpg,lsd,131,162,L4/L5,0.51171875,0.6328125
0114.jpg,lsd,130,126,L3/L4,0.5078125,0.4921875
0114.jpg,lsd,133,92,L2/L3,0.51953125,0.359375
0114.jpg,lsd,137,58,L1/L2,0.53515625,0.2265625
0115.jpg,lsd,135,195,L5/S1,0.52734375,0.76171875
0115.jpg,lsd,126,165,L4/L5,0.4921875,0.64453125
0115.jpg,lsd,125,135,L3/L4,0.48828125,0.52734375
0115.jpg,lsd,129,103,L2/L3,0.50390625,0.40234375
0115.jpg,lsd,137,69,L1/L2,0.53515625,0.26953125
0116.jpg,lsd,137,195,L5/S1,0.53515625,0.76171875
0116.jpg,lsd,133,169,L4/L5,0.51953125,0.66015625
0116.jpg,lsd,135,138,L3/L4,0.52734375,0.5390625
0116.jpg,lsd,137,105,L2/L3,0.53515625,0.41015625
0116.jpg,lsd,142,72,L1/L2,0.5546875,0.28125
0117.jpg,lsd,125,186,L5/S1,0.48828125,0.7265625
0117.jpg,lsd,117,156,L4/L5,0.45703125,0.609375
0117.jpg,lsd,114,123,L3/L4,0.4453125,0.48046875
0117.jpg,lsd,119,89,L2/L3,0.46484375,0.34765625
0117.jpg,lsd,126,57,L1/L2,0.4921875,0.22265625
0118.jpg,lsd,115,195,L5/S1,0.44921875,0.76171875
0118.jpg,lsd,113,172,L4/L5,0.44140625,0.671875
0118.jpg,lsd,109,138,L3/L4,0.42578125,0.5390625
0118.jpg,lsd,108,106,L2/L3,0.421875,0.4140625
0118.jpg,lsd,112,73,L1/L2,0.4375,0.28515625
0119.jpg,lsd,117,190,L5/S1,0.45703125,0.7421875
0119.jpg,lsd,115,164,L4/L5,0.44921875,0.640625
0119.jpg,lsd,116,133,L3/L4,0.453125,0.51953125
0119.jpg,lsd,121,104,L2/L3,0.47265625,0.40625
0119.jpg,lsd,128,75,L1/L2,0.5,0.29296875
0120.jpg,lsd,127,192,L5/S1,0.49609375,0.75
0120.jpg,lsd,119,163,L4/L5,0.46484375,0.63671875
0120.jpg,lsd,122,136,L3/L4,0.4765625,0.53125
0120.jpg,lsd,130,104,L2/L3,0.5078125,0.40625
0120.jpg,lsd,136,72,L1/L2,0.53125,0.28125
0121.jpg,lsd,111,195,L5/S1,0.43359375,0.76171875
0121.jpg,lsd,105,167,L4/L5,0.41015625,0.65234375
0121.jpg,lsd,105,135,L3/L4,0.41015625,0.52734375
0121.jpg,lsd,110,102,L2/L3,0.4296875,0.3984375
0121.jpg,lsd,115,69,L1/L2,0.44921875,0.26953125
0122.jpg,lsd,137,187,L5/S1,0.53515625,0.73046875
0122.jpg,lsd,133,161,L4/L5,0.51953125,0.62890625
0122.jpg,lsd,135,129,L3/L4,0.52734375,0.50390625
0122.jpg,lsd,140,98,L2/L3,0.546875,0.3828125
0122.jpg,lsd,145,68,L1/L2,0.56640625,0.265625
0123.jpg,lsd,123,201,L5/S1,0.48046875,0.78515625
0123.jpg,lsd,121,169,L4/L5,0.47265625,0.66015625
0123.jpg,lsd,123,136,L3/L4,0.48046875,0.53125
0123.jpg,lsd,130,105,L2/L3,0.5078125,0.41015625
0123.jpg,lsd,135,71,L1/L2,0.52734375,0.27734375
0124.jpg,lsd,127,178,L5/S1,0.49609375,0.6953125
0124.jpg,lsd,120,150,L4/L5,0.46875,0.5859375
0124.jpg,lsd,118,119,L3/L4,0.4609375,0.46484375
0124.jpg,lsd,119,84,L2/L3,0.46484375,0.328125
0124.jpg,lsd,123,53,L1/L2,0.48046875,0.20703125
0125.jpg,lsd,125,187,L5/S1,0.48828125,0.73046875
0125.jpg,lsd,125,156,L4/L5,0.48828125,0.609375
0125.jpg,lsd,132,123,L3/L4,0.515625,0.48046875
0125.jpg,lsd,139,88,L2/L3,0.54296875,0.34375
0125.jpg,lsd,146,53,L1/L2,0.5703125,0.20703125
0126.jpg,lsd,129,188,L5/S1,0.50390625,0.734375
0126.jpg,lsd,127,166,L4/L5,0.49609375,0.6484375
0126.jpg,lsd,123,140,L3/L4,0.48046875,0.546875
0126.jpg,lsd,121,112,L2/L3,0.47265625,0.4375
0126.jpg,lsd,124,87,L1/L2,0.484375,0.33984375
0127.jpg,lsd,109,203,L5/S1,0.42578125,0.79296875
0127.jpg,lsd,101,178,L4/L5,0.39453125,0.6953125
0127.jpg,lsd,97,147,L3/L4,0.37890625,0.57421875
0127.jpg,lsd,99,116,L2/L3,0.38671875,0.453125
0127.jpg,lsd,104,86,L1/L2,0.40625,0.3359375
0128.jpg,lsd,136,188,L5/S1,0.53125,0.734375
0128.jpg,lsd,129,165,L4/L5,0.50390625,0.64453125
0128.jpg,lsd,131,132,L3/L4,0.51171875,0.515625
0128.jpg,lsd,133,98,L2/L3,0.51953125,0.3828125
0128.jpg,lsd,137,67,L1/L2,0.53515625,0.26171875
0129.jpg,lsd,125,176,L5/S1,0.48828125,0.6875
0129.jpg,lsd,121,147,L4/L5,0.47265625,0.57421875
0129.jpg,lsd,119,115,L3/L4,0.46484375,0.44921875
0129.jpg,lsd,121,77,L2/L3,0.47265625,0.30078125
0129.jpg,lsd,123,43,L1/L2,0.48046875,0.16796875
0131.jpg,lsd,95,189,L5/S1,0.37109375,0.73828125
0131.jpg,lsd,86,160,L4/L5,0.3359375,0.625
0131.jpg,lsd,83,131,L3/L4,0.32421875,0.51171875
0131.jpg,lsd,89,97,L2/L3,0.34765625,0.37890625
0131.jpg,lsd,100,65,L1/L2,0.390625,0.25390625
0132.jpg,lsd,140,164,L5/S1,0.546875,0.640625
0132.jpg,lsd,139,136,L4/L5,0.54296875,0.53125
0132.jpg,lsd,147,107,L3/L4,0.57421875,0.41796875
0132.jpg,lsd,154,76,L2/L3,0.6015625,0.296875
0132.jpg,lsd,160,48,L1/L2,0.625,0.1875
0133.jpg,lsd,136,194,L5/S1,0.53125,0.7578125
0133.jpg,lsd,132,165,L4/L5,0.515625,0.64453125
0133.jpg,lsd,132,137,L3/L4,0.515625,0.53515625
0133.jpg,lsd,136,104,L2/L3,0.53125,0.40625
0133.jpg,lsd,142,71,L1/L2,0.5546875,0.27734375
0134.jpg,lsd,129,184,L5/S1,0.50390625,0.71875
0134.jpg,lsd,124,161,L4/L5,0.484375,0.62890625
0134.jpg,lsd,128,129,L3/L4,0.5,0.50390625
0134.jpg,lsd,137,98,L2/L3,0.53515625,0.3828125
0134.jpg,lsd,147,69,L1/L2,0.57421875,0.26953125
0136.jpg,lsd,114,185,L5/S1,0.4453125,0.72265625
0136.jpg,lsd,115,157,L4/L5,0.44921875,0.61328125
0136.jpg,lsd,117,128,L3/L4,0.45703125,0.5
0136.jpg,lsd,125,98,L2/L3,0.48828125,0.3828125
0136.jpg,lsd,132,69,L1/L2,0.515625,0.26953125
0137.jpg,lsd,137,171,L5/S1,0.53515625,0.66796875
0137.jpg,lsd,127,146,L4/L5,0.49609375,0.5703125
0137.jpg,lsd,127,117,L3/L4,0.49609375,0.45703125
0137.jpg,lsd,130,85,L2/L3,0.5078125,0.33203125
0137.jpg,lsd,136,56,L1/L2,0.53125,0.21875
0138.jpg,lsd,124,167,L5/S1,0.484375,0.65234375
0138.jpg,lsd,118,141,L4/L5,0.4609375,0.55078125
0138.jpg,lsd,120,111,L3/L4,0.46875,0.43359375
0138.jpg,lsd,128,79,L2/L3,0.5,0.30859375
0138.jpg,lsd,136,51,L1/L2,0.53125,0.19921875
0139.jpg,lsd,119,181,L5/S1,0.46484375,0.70703125
0139.jpg,lsd,106,156,L4/L5,0.4140625,0.609375
0139.jpg,lsd,102,127,L3/L4,0.3984375,0.49609375
0139.jpg,lsd,106,96,L2/L3,0.4140625,0.375
0139.jpg,lsd,115,68,L1/L2,0.44921875,0.265625
0140.jpg,lsd,114,192,L5/S1,0.4453125,0.75
0140.jpg,lsd,111,166,L4/L5,0.43359375,0.6484375
0140.jpg,lsd,111,136,L3/L4,0.43359375,0.53125
0140.jpg,lsd,113,103,L2/L3,0.44140625,0.40234375
0140.jpg,lsd,116,71,L1/L2,0.453125,0.27734375
0143.jpg,lsd,86,201,L5/S1,0.3359375,0.78515625
0143.jpg,lsd,77,179,L4/L5,0.30078125,0.69921875
0143.jpg,lsd,75,150,L3/L4,0.29296875,0.5859375
0143.jpg,lsd,81,118,L2/L3,0.31640625,0.4609375
0143.jpg,lsd,91,89,L1/L2,0.35546875,0.34765625
0144.jpg,lsd,148,194,L5/S1,0.578125,0.7578125
0144.jpg,lsd,138,166,L4/L5,0.5390625,0.6484375
0144.jpg,lsd,138,132,L3/L4,0.5390625,0.515625
0144.jpg,lsd,142,103,L2/L3,0.5546875,0.40234375
0144.jpg,lsd,149,72,L1/L2,0.58203125,0.28125
0145.jpg,lsd,119,184,L5/S1,0.46484375,0.71875
0145.jpg,lsd,117,157,L4/L5,0.45703125,0.61328125
0145.jpg,lsd,119,125,L3/L4,0.46484375,0.48828125
0145.jpg,lsd,124,92,L2/L3,0.484375,0.359375
0145.jpg,lsd,132,59,L1/L2,0.515625,0.23046875
0146.jpg,lsd,149,174,L5/S1,0.58203125,0.6796875
0146.jpg,lsd,146,146,L4/L5,0.5703125,0.5703125
0146.jpg,lsd,148,111,L3/L4,0.578125,0.43359375
0146.jpg,lsd,153,79,L2/L3,0.59765625,0.30859375
0146.jpg,lsd,160,45,L1/L2,0.625,0.17578125
0147.jpg,lsd,112,188,L5/S1,0.4375,0.734375
0147.jpg,lsd,112,163,L4/L5,0.4375,0.63671875
0147.jpg,lsd,115,127,L3/L4,0.44921875,0.49609375
0147.jpg,lsd,116,92,L2/L3,0.453125,0.359375
0147.jpg,lsd,122,57,L1/L2,0.4765625,0.22265625
0148.jpg,lsd,159,187,L5/S1,0.62109375,0.73046875
0148.jpg,lsd,153,163,L4/L5,0.59765625,0.63671875
0148.jpg,lsd,151,133,L3/L4,0.58984375,0.51953125
0148.jpg,lsd,154,97,L2/L3,0.6015625,0.37890625
0148.jpg,lsd,159,63,L1/L2,0.62109375,0.24609375
0149.jpg,lsd,117,182,L5/S1,0.45703125,0.7109375
0149.jpg,lsd,111,157,L4/L5,0.43359375,0.61328125
0149.jpg,lsd,106,131,L3/L4,0.4140625,0.51171875
0149.jpg,lsd,111,102,L2/L3,0.43359375,0.3984375
0149.jpg,lsd,118,74,L1/L2,0.4609375,0.2890625
0150.jpg,lsd,131,175,L5/S1,0.51171875,0.68359375
0150.jpg,lsd,123,150,L4/L5,0.48046875,0.5859375
